Serial_no,Group_id,source doc_code,acquirer_name,acquirer_ISIN code,acquirer_GV key,acquirer_country,ticker_symbol_acquirer,PERMNO,date_of_press_report,target_firm_name,target_firm_country,Heading,Text
377,,,TUS International Ltd,XS1911963848,,China,0872 (Hong Kong stock market),,13-Jul-18,Telit,Italy,,"US International (TUS), a Chinese tier-one provider of autonomous driving solutions announced on July 12 that the company conditionally agreed to acquire the Italy-based IoT solution providerTelit's automotive unit (the target company) for $105 million, to further strengthen the company's intelligent driving system business. Telit is one of the major global suppliers of automotive connectivity module, who set the automotive-grade wireless connectivity standards for European Market. The company not only has the product portfolio covering diversified network technologies in 3G, 4G/LTG and LTE-A, but also has made progress on V2X and5G technologies. By the end of 2017, there are over 5 million cars equipped with Telit's connectivity modules. Besides, the Italy-based company has R&D centers in France, Belgium and Israel with a R&D team which accounts for 75% of the company's total employees. According to official introduction, TUS is a leading provider of ADAS solutions and city-level autonomous driving cloud control solutions in China. The group is committed to developing comprehensive autonomous driving systems (which feature such capabilities as AI deep learning and the next-generation of car-borne computing platform), and the vehicle-cloud computing autonomous driving solutions.TUS delivered 1.3 million suits of camera-based ADAS throughout 2017 with a market share of around 35%and gained annual revenue of nearly HK$ 260 million. A statement on its official website said that TUS has been actively implementing China's strategy to develop intelligent-connected vehicles (ICV). In May of 2018, the group established China's first ICV Cloud ControlFoundation Platform (Shanghai) Pilot Zone to promote a scale application demonstration and commercialized usage of cloud foundation platform.TUS considered that the acquisition will bring synergies between its existing business and the target group's business.TUS is a leader in developing “National Cloud Control Platform for ICVs”, which will create huge marketing demands for V2X and 5G connectivity modules. Combining Telit's advantage in SoC (system on chip), TUSwill see a significant elevation in the competence of cloud control technology with acceleration of commercial use. Besides, TUS's existing sales and service network will bring extensive market access for Telit's business inChina. Meanwhile, the target group has rich customer resources in overseas market, which will create important cross-selling opportunities for the Chinese purchaser. Last but not least, TUS's business foundation, financial performance, R&D capability as well as access to global talents will be evidently improved after this acquisition, so that a better development in next-generation key technologies such as vehicle computing platform and cloud control solutions can be expected"
378,,,XILINX INC,US9839191015,,USA,XLNX,76201,18-07-2018,DeePhi Tech,China,,"American chipmaker Xilinx has completed its takeover of DeePhi Tech, a Chinese artificial intelligence startup, as it looks to break into the self-driving vehicle market.The California-based firm announced the acquisition in a statement today without disclosing financial details.The target will continue to operate out of its Beijing offices while adding 200 workers to Xilinx’s Greater Chinaworkforce.DeePhi has been developing solutions based on Xilinx technology since its inception in 2016, and the two companies have worked closely together since, the statement said. Xilinx became a major investor last year and the two unveiled plans in June to drive into the autonomous vehicle market with DPhiAutoTM, afield-programmable gate array-based processor for onboard deep learning systems that offer advanced driver assistance.Founded by researchers from Stanford and Tsinghua and with backing from Alibaba affiliate Ant FinancialServices Group, DeePhi is one of China’s leading machine learning developers and focuses deep compression, pruning, and system-level optimization for neural networks"
379,,,Apple,US0378331005,1690,USA,AAPL,15899,20-02-2017,RealFace,Israel,,"A new report from JPMorgan analyst Rod Hall states that Apple will remove Touch ID fingerprint recognition from the iPhone 8 completely. In its place will come a front-facing 3D laser scanner for facial recognition. Adding merit to the rumour is another report from Israeli financial website Calcalist which states that Apple has acquired RealFace, an Israeli startup that developed deep learning-based face authentication technology. The terms of the deal aren't public, but it's estimated at ""several million dollars."" In his report Hall says the benefits of facial recognition over fingerprint recognition are that it is widely regarded as being more secure, something banks would prefer as mobile payment services expand; and that it will work well in wet conditions where Touch ID can be less reliable. The flip side is that facial recognition requires a more deliberate unlocking procedure of holding the phone upto your face which can be inconvenient and may make users more self-conscious than fingerprint unlocking. Facial recognition can also be less reliable for users who wear glasses, contact lenses or sunglasses, something the iris scanner in Samsung's Galaxy Note 7 faced. If implemented, the cutting edge technology won't come cheap. Hall says the scanner will add $10-15 more to the manufacturing cost of a phone compared to the Touch ID module currently being used. Coupled with the iPhone 8's widely reported switch to an OLED display and all new chassis, the changes are expected to push the iPhone 8's starting price over$1,000"
380,,,Baidu Inc,US0567521085,,China,BIDU (Nasdaq),90857,17-Feb-17,Raven Tech,China,,"One of China's top search engines, Baidu, has acquired a Y Combinator-backed startup and the company's answer to competing with Google Home and Amazon Echo. Terms of the deal were not disclosed. Raven Tech, with total equity funding of about $18.12 million in four rounds from six investors, created anAI-based voice assistant launched in an app it calls Flow, which it says is ""the next generation IM, the future OS.""Baidu acquired Raven Tech's intellectual property and technology products. Raven Tech's 60 employees will join Baidu's smart-home team. The startup, based on Beijing and Silicon Valley, was founded in May 2014, and became one of the fifth""batch of graduates from Microsoft Ventures Accelerator"" program -- the only one from Mainland Chinaenrolled in the Y Combinator program. Raven Tech also has been working on a voice-assisted hardware device designed for the home, the RavenH-1, which is not yet available to consumers. As 2017 will become the year of personalization and conversational computing, Baidu already has a firm foothold in the strategy. The company hired Baidu chief scientist Andrew Ng to lead the Silicon Valley Lab in2014 after about a year and a half at Google, where he founded and led the deep-learning Google Brain project. Then in January 2017, Baidu opened an augmented reality lab and hired Qi Lu, a former Microsoft executive and leading artificial intelligence (AI) expert.eMarketer notes that Baidu is looking for a way to generate an alternative income to augment it falling search revenue after the company faced criticism in China for the death of a student with cancer who used an experimental drug discovered through a paid-search campaign. As a result, Chinese regulator imposed new rules related to search ads. Baidu's revenue ""took a hit"" -- reporting its first decline in quarterly revenue, reports eMarketer, as a result of those new government rules. During the fourth quarter of 2016, Baidu moved into the No. 2 spot with 23.3% ad revenue share in China, behind Alibaba with 26.5% ad market share"
381,,,Baidu Inc,US0567521085,,China,BIDU (Nasdaq),90857,4/13/2017,xPerception,USA,,"Chinese Internet search firm Baidu announced on April 13, 2017, that it has acquired a US based start-up Company xPerception that specializes in visual perception technology. The financial details of the transaction were not revealed by both Companies.One of Baidu's competitors within the Internet Information Providers space, Facebook, Inc., is expected to report fiscal quarter ending March 2017 earnings results on May 03 2017 after market close.AWS will be initiating a research report on Facebook following the release of its next earnings results. Today, AWS is promoting its blog coverage on BIDU; touching onFB. Once the transaction is completed, the core team of xPerception will be integrated into Baidu Research and move to Baidu's US and Beijing offices. Post the merger, xPerception's team will continue working on its main technologies - visual inertial simultaneous localization and mapping (SLAM). Rationale behind the acquisition The current acquisition is key to Baidu's efforts to strengthen its position as a global leader in the field of AI(Artificial Intelligence). In recent times, Baidu has made serious investments to strengthen its core research team working on AI technologies at its various R&D facilities located in Silicon Valley, Beijing, Shanghai, and Shenzhen. These AI technologies have been incorporated in many of Baidu's products. Baidu plans to use xPerception's technology for developing self-driving cars and other VR (virtual reality) projects. In February 2017, Baidu had acquired a Chinese start-up Raven Tech that focuses on AI and next-generation operating systems. Raven Tech's had developed Flow, a voice based digital assistant like ""Siri"". Raven Tech is one of the start-ups supported by Microsoft Venture Accelerator Y Combinator and has raised $18 million from investors like Zhenfund and DCM Ventures. Baidu has a long way to catch up with contemporaries like Google who have made huge strides in AI. Apart from recent acquisitions, Baidu is planning to strengthen its AI efforts by targeting and attracting engineers and researchers from top US research universities such as Carnegie Mellon, Berkeley, and Stanford. These engineers and researchers will be absorbed in Baidu Research. Baidu Research has four labs across US and China which includes the Silicon Valley AI Lab, the Institute of Deep Learning, the Big Data Lab, and the Augmented Reality Lab. These labs are completely focused on AI technologies like image recognition, speech recognition, high performance computing, natural language processing, and deep learning."
382,,,Coupa Software Inc,US22266L1061,,USA,COUP,16382,10-01-2017,Spend360 International Ltd,UK,,"Coupa Software, a leader in cloud-based spend management, today announced that it has acquired substantially all of the assets ofSpend360 International Ltd. to help companies digitize antiquated processes for data classification. Based outside London, Spend360 is an analytics solution that uses deep machine learning and artificial intelligence to structure and cleanse data in a format that finance and procurement can actually use. With the addition of Spend360, Coupa will help transform outdated data classification processes that rely on humans for accuracy with a modern, digitized system that uses innovative technologies to classify data more quickly and accurately. Embedding Spend360 intelligence in the Coupa platform will make it easier fo rbusinesses to reduce risks in their supplier base, grow savings opportunities, and increase efficiency and agility. Together, Coupa and Spend360 will comprise a data warehouse that has, to date, processed or analyzed more than a total of $1.3 trillion in spend -- and counting - with a global category-level benchmarking and analytic capability that is competitively distinguished.""Today, Coupa's acquisition of Spend360 provides an invaluable offering to customers and partners. Tomorrow, it will drive an artificial intelligence and machine-learning capability to mine all the spend going through Coupa's platform, guiding users to better decisions,"" said Jason Busch, Founder of Spend Matters and Azul Partners. ""When the dust settles from the announcement, customers will love this deal and competitors will cringe. Spend360 has quietly emerged as the gold standard for spend analysis classification and our recent analysis showed that they are the vendor to beat in that market.""Spend360 increases the accuracy and precision of data classification while also decreasing the time and effort required to gain insights into spend management analysis. For its market leadership, Spend360 was one of only 22 organizations in the United Kingdom (UK) to win a coveted ""Innovate UK"" grant in 2015.""When we created Spend360, we set out to automate the complex task of accurately classifying business spend data using the power of deep learning technology,"" said Paddy Lawton, founder of Spend360. ""Coupagives us an opportunity to share our innovations with more customers and even larger data sets with a focus on network insights. We're thrilled to be a part of the team.""Understanding how money is spent is critical for the effective operation of any business. Yet, many businesses still lack clear visibility into spend. This obscurity is often caused by items such as disparate systems across the globe, employees spending outside of hard-to-use systems, and spend occurring in different languages or currencies. Coupa's cloud platform for business spending is a full solution that drives high adoption from employees and suppliers and provides power applications for expert users across finance, procurement, and accounts payable.""Spend360's innovations around machine learning and artificial intelligence have dramatically improved results for their customers and will take Coupa to the next level,"" said Rob Bernshteyn, CEO of Coupa.""Embedding Spend360 into our unified platform is a perfect way for us to increase value for customers through insights from their own spend data. However, it is the power of our customers' combined spend, or the network effect, that will give them even more business value over time. ""Coupa expects the capabilities from Spend360 to be made available to select Coupa customers later this year. As part of the acquisition, the Spend360 team has joined Coupa to continue developing forward-thinking approaches for data classification and predictive insights. This team will be instrumental in helping Coupadrive even more value for its customers. The transaction closed at the end of December 2016 and financial terms were not disclosed. Coupa is not updating its guidance for its fourth quarter or fiscal year ending January 31, 2017, which it provided on December 5, 2016. The acquisition is not expected to have a material impact on Coupa's results of operations or financial condition for its fourth quarter or fiscal year ending January 31, 2017"
383,,,Google,US02079K1079,160329,USA,GOOG,13628,12-07-2017,Halli Labs,India,,"Google Inc. has acquired Halli Labs, a four-month old start-up out of Bengaluru that is developing artificial intelligence and machine learning solutions. Halli Labs announced the acquisition late Wednesday. ""We will be joining Google's Next Billion Users team to help get more technology and information into more people's hands around the world,"" the company said in blog post on Medium.com.According to a bio-note, also on Medium, Halli Labs is engaged in developing solutions to traditional problems using AI, MI, deep learning and natural language processing technologies.""Halli Labs is applying modern ML techniques to old problems and domains to help technology march on in its timeless purpose- that of giving superhuman powers to all of us humans in letting us do whatever we want todo, better,"" the post read. Pankaj Gupta, an Indian Institute of Technology, Delhi, and Stanford University alumnus, is the founder of Halli Labs. According to his Linkedin profile, Gupta worked at Twitter in San Francisco, US, for over five years before joining Indian hospitality start-up Stayzilla. He started Halli Labs in April. Pradhuman Jhala, who served at both Twitter and Stayzilla around the same time as Gupta, is an engineer a tHalli Labs. He is ""building products based on applied ML in speech recognition and NLP domains,"" Jhala'sLinkedin profile said. ""Welcome Pankaj and the team at Halli Labs to Google. Looking forward to building some cool stuff together, ""Google's vice-president for product management tweeted Wednesday."
384,,,Intel,US4581401001,6008,USA,INTC,14542,15-03-2017,Mobileye,Israel,,"US-based chipmaker Intel has agreed to purchase Mobileye, an Israeli tech company that develops vision-based driver assistance systems, for $15.3 billion in a bid to gain a foothold in the growing market of autonomous driving technology, the firm said Tuesday. The chipmaker announced Monday it will acquire Mobileye for $63.54 per share, a 34 percent premium to Mobileye’s closing price Friday. The blockbuster deal marks Israel’s biggest acquisition, and Intel’s second-largest after its $16.7 billion acquisition of Altera, a field-programmable gate array technology provider, in 2015. Mobileye is a leading developer of digital vision technology, which detects objects and space surrounding a vehicle, responsible for a number of key self-driving functions such as making sure that the vehicle stays in its lane and warning drivers of potential collisions. Its chips are installed in more than 300 car models, including BMW, according to Mobileye. The Israel-based company that currently employees over 600 workers was co-founded by Amnon Shashua, a computer science professor at Hebrew University, and CEO Ziv Aviram in 1999. Mobileye flagged $358 million in revenue last year, marking a net income of $108 million.“Intel’s landmark acquisition reflects the company’s strong will to promptly enter the self-driving car market. The company has missed out on the smartphone boom, and the personal computer market is shrinking,” said Kim Pil-soo, a professor of automotive engineering at Daelim University. With an aim to shift its business model, Intel has been expanding investments in driverless technology. It recently acquired deep learning chipmaker Nervana Systems last year, and FPGA maker Altera in 2015. Intel and Mobileye had already been working together with BMW to test-drive 40 autonomous cars in the US this year. Autonomous driving technology is estimated to grow into a $25 billion market by 2025, according to global consulting firm Bain & Company. Intel created Automated Driving Group, a division dedicated to autonomous driving, spun out of the Internet of Things business last November. The chipmaker also launched a new brand for its software and hardware tools for the development of driverless vehicles, dubbed Intel GO, in January.Intel’s latest acquisition follows a slew of active acquisitions made between global information technology firms and auto parts makers. South Korea’s Samsung Electronics announced last week it had completed the acquisition of HarmanInternational Industries, a US car and audio systems maker, at $8 billion. Last year, US ride-sharing company Uber Technologies spent $680 million in purchasing self-driving truck company Otto, established by Anthony Levandowski, a former Google executive.US carmaker General Motors acquired Cruise Automation, an autonomous vehicle software producer, for some $1 billion last July. Meanwhile, South Korea’s No. 1 mobile carrier SK Telecom is expected to benefit from the latest deal. The local firm is currently working with Intel, Mobileye and BMW to commercialize 5G-based autonomous driving services by 2021"
385,,,Microsoft,US5949181045,186342,USA,MSFT,10107,14-01-2017,Maluuba,Canada,,"Microsoft Corp. on Friday said it acquired a Montreal startup that focuses on artificial intelligence, giving the software giant another tool as it competes against rivals such as Alphabet Inc.'s Google and Salesforce.comInc.The startup, Maluuba, was launched in 2010 by students at the University of Waterloo. It creates programs that use natural-language processing, which helps computers understand dialogue and develop reasoning capabilities in areas of research known as deep learning and reinforcement learning. Microsoft and Maluuba declined to disclose the purchase price. With Maluuba's software, for example, workers at large organizations can type a request to locate an employee with specific knowledge, such as a tax-law expert. Maluuba's natural-language technology would then sift through documents, emails and corporate directories to pinpoint the best person, according to a blog post from Harry Shum, Microsoft's executive vice president in charge of artificial intelligence. Like many competitors, Microsoft is racing to beef up its artificial-intelligence capabilities. Last April, Salesforce bought deep-learning startupMetaMind, and in August Apple Inc.picked up machine-learningspecialistTuri Inc. Last September, Microsoft created an artificial-intelligence division with 5,000 employees, putting Mr. Shum in charge. The division includes both product managers and researchers, a pairing Microsoft hopes will accelerate the rollout of artificial-intelligence offerings. Maluuba's technology has been used in smartphones and televisions from brands such as Samsung Electronics Co. and LG Electronics Inc. A year ago, at the CES trade show in Las Vegas, the company worked with Qualcomm Inc. in a demo that let drivers communicate with an intelligent voice interface in a Maserati car. At that time, Maluubaalso raised $9 million from investors including Emerillon Capital and Nautilus Ventures to expand research and development. Maluuba has raised $11 million in total, according to co-founder SamPasupalak.Ever since Satya Nadella became chief executive nearly three years ago, Microsoft has been on an acquisition tear. It has picked up more than three dozen companies since, and elevated executives from acquired companies to senior posts to guide Microsoft in emerging businesses. Microsoft intends to retain all 50 Maluuba employees, including Mr. Pasupalak and co-founder KaheerSuleman, who will join Microsoft's artificial-intelligence group. And Microsoft said Yoshua Bengio, the head of the Montreal Institute for Learning Algorithms and an adviser to Maluuba, will continue in that capacity. Mr.Shum described Mr. Bengio as ""one of the world's foremost experts in deep learning."
386,,,Microsoft,US5949181045,186342,USA,MSFT,10107,17-08-2017,Cycle Computing,USA,,"Microsoft has acquired cloud computing software vendor Cycle Computing in a move designed to bring orchestration tools along with high-end computing access capabilities to the cloud.Terms of the acquisition were not disclosed. According to the web site Crunchbase, a Microsoft investment arm previously provided Cycle Computing with non-equity assistance.Microsoft said Tuesday (Aug. 15) the deal would advance its big compute workloads efforts that provides on-demand power and infrastructure necessary to run massive workloads at scale without the overhead, Jason Zander, Microsoft's corporate vice president for Azure, noted in a blog post.The company is betting the cloud orchestration deal with help it capitalize on AI, deep learning, Internet of Things and other computing intensive jobs that are expected to increase demand for running large workload sat scale.The partners said Tuesday (Aug. 15) the deal would combine Cycle Computing orchestration technology for managing Linux and Windows computing and data workloads with Microsofts Azure cloud computing infrastructure.Based in Stamford, Conn., Cycle Computing was launched in 2005 by co-founders Rob Futrick and JasonStowe. We had the rare opportunity to invent and lead a product category, Cloud HPC, Cycle ComputingCEO Stowe noted in a separate blog post announcing the deal. Zander said the acquisition would combine Azure public cloud infrastructure such as GPU processing capabilities and support for Infiniband networking with Cycle Computing's orchestration and HPC heritage.The combination would enhance our support of Linux HPC workloads and make it easier to extend on-premise workloads to the cloud, Zander asserted. Microsoft is the only major cloud provider currently supporting Infiniband. The big computing deal would also seek to leverage Microsofts recently announced plans to add GPUinstances based on Nvidia's Pascal generation of graphics processors to its Azure cloud. Azure currently includes Nvidia M60 and K80 GPU instances, and the cloud vendor said it would add P40- and P100-based virtual machines later this year. Google, IBM and other public cloud providers have also moved to integrate deploy Nvidias Pascal GPU into their cloud infrastructure as customers run compute intensive workloads. Those upgrades target AI and deep learning workloads as well as HPC workloads such as DNA sequencing and Monte Carlo simulations. Those capabilities mesh with Cycle Computings current customer base that includes biomedical researchers and financial firms that use its cloud HPC software and orchestration tools to access cloud-based computing resources. Cycle Computing, which in the past has had strong ties to Microsofts cloud rival, Amazon Web Services, has also played a key role in transforming HPC technology as a provider of software that links users to the cloud.HPC workloads are always changing and perhaps the definition of the HPC along with it, but I think whats really happening is the customer demographics are changing, Tim Carroll, head of ecosystem development and sales, told HPCwire earlier this year. Its a customer demographic defined not by the software or the system, but the answer"
387,,,Microsoft,US5949181045,186342,USA,MSFT,10107,09-06-2017,Hexadite,Israel,,"Microsoft plans to incorporate Hexadite`s automated incident response technology into its Windows DefenderAdvanced Threat Protection service. Cloud Data ProtectionConfirming earlier rumblings, Microsoft officially announced today that it is acquiring cyber-security firmHexadite. Although the financial details of the transaction are officially being kept under wraps, financial news outlet Calcalist reported last month that Microsoft agreed to buy the firm for estimated $100 million. Hailing from Israel, Hexadite specializes in automated incident response, addressing the often lengthy gap between detection and remediation when security mishaps occur. The company has a team of researchers inTel-Aviv and is headquartered in Boston. Microsoft plans to completely absorb Hexadite into the Windows and Devices Group after the transaction is finalized. Last year, Hexadite attracted $8 million in financing from Hewlett Packard Ventures, Ten Eleven Ventures and YL Ventures. Hexadite`s technology integrates with several enterprise security information and event management (SIEM) platforms, including Hewlett Packard Enterprise`s own ArcSight.Microsoft intends to use Hexadite`s technology to bolster its cloud-based Windows Defender AdvancedThreat Protection (WDATP) offering. Introduced in March 2016 and borrowing the name of the anti-malware software that`s included with Windows desktop operating systems, WDATP offers breach detection, investigation and response services.""Our vision is to deliver a new generation of security capabilities that helps our customers protect, detect and respond to the constantly evolving and ever-changing cyber-threat landscape,"" said Terry Myerson, executive vice president of Microsoft`s Windows and Devices Group, in a June 8 announcement. ""Hexadite`stechnology and talent will augment our existing capabilities and enable our ability to add new tools and services to Microsoft`s robust enterprise security offerings.""Those capabilities include automatic investigation and remediation, powered, in part, by artificial intelligence. The company expects that Hexadite`s technology will extend WDATP`s automated remediation capabilities to endpoints. According to the software giant, WDATP is currently being used to safeguard nearly two million devices. Faced with an increasingly complex threat landscape, IT companies are snapping up security vendors that can help their customers avoid becoming the victims of a hack or breach.In February, HPE acquired security analytics firm Niara for an undisclosed amount. Focused on user and entity behavior analytics, Niara`s platform can uncover suspicious user, application or device activities and other signs of multistage attacks and other sophisticated threats. Also in February, anti-malware vendor Sophos announced it was acquiring Invincea for $120 million. The company`s platform, called X by Invincea, uses a branch of AI called deep learning along with behavioral analytics to detect and isolate stealthy threats that bypass traditional antivirus solutions. Meanwhile, CA Technologies wants to help enterprise developers create safer software from the start. InMarch, the company announced the $614 million acquisition of application security testing firm Veracode, enabling CA to address the gap between its security and developer solutions. ""What CA has done over the last few years is establish a baseline of products in agile management, a broad DevOps portfolio as well security and application monitoring. The acquisition of Veracode really bridges our security and DevOps portfolio,"" Mordecai Rosen, senior vice president and general manager of CA Technologies` Security division, told eWEEK`s Sean Michael Kerner at the time"
388,,,NAVER Corporation,KR7035420009,255244,South Korea,35420,93266,21-Dec-17,Drama & Company,South Korea,,"Exchanging business cards is an established practice in South Korea and other Asian countries, leading to the active use and development of smartphone apps reading business cards. Many apps feature optical character recognition (OCR) and AI. If smart phones photograph business cards, apps automatically sort and store names, phone numbers and other important data.Naver, South Korea's largest web service giant, said Thursday that it has acquired ""Drama & Company"", the developer of South Korea's popular business card-reading app ""Remember"" with about 1.7 million users. Like other tech firms trying to acquire AI-related startups and manpower, Naver has sought to transform itself into a technology company focusing on AI. The company acquired Xerox Research Center Europe, a France-based AI research center, in June and Company AI, a domestic developer of algorithms for AI's deep learning process, in July"
389,,,NIELSEN HOLDINGS PLC,GB00BWFY5505,,USA,NLSN,12542,03-08-2017,vBrand,Israel,,"Nielsen today announced it has acquired vBrand, an Israel-based technology startup that has developed a machine learning-enabled platform to measure brand exposure and impact in sports programming. vBrand and its technology will be fully integrated into NielsenSports, bringing increased delivery speed and scale to the company's existing flagship sports products, Sport24 and Social24. Financial terms were not disclosed. The acquisition of vBrand's advanced technology supercharges Nielsen Sports' already industry-leading sponsorship measurement capabilities and methodologies, considered among the most robust in sports.vBrand's machine learning will significantly accelerate the speed at which Nielsen Sports' logo recognition and media monitoring technologies locate and calculate brand positions on screen. Specifically, the vBrand technology could allow brands and rights holders to monitor and track sponsorship visibility within hours of an event and make adjustments to digital signage and social campaigns within a tournament, competition weekend or season. Sports marketing is increasingly important for brands looking to reach consumers in a competitive and fragmented marketplace. With fans reliably tuning in to watch their favorite leagues, teams and athletes, global sports and entertainment sponsorship spend is projected to exceed $60 billion in 2017 alone. NielsenSports' flagship marketing solutions already measure millions of hours of content per year, helping to deliver analytics and insights to more than 1,700 of the top rights holders, brands, agencies and broadcasters.""This is an exciting acquisition that demonstrates our continued ambition and commitment to our sports clients,"" said Howard Appelbaum, President, Nielsen Entertainment. ""Bringing vBrand's technology into Nielsen Sports' existing sponsorship valuation process will further expand the scale of programming and events it covers around the world. It will also provide timely exposure information, enabling clients to make smarter and faster decisions on sponsorship placement. Nielsen Sports' brand exposure data and metrics are considered currency in the global sports marketplace, and we're delighted to strengthen that further with this acquisition. ""The acquisition of vBrand by Nielsen is a great opportunity to continue our journey and take our offering to the next level,"" said Yael Dor, CEO, vBrand. ""We are confident that our cutting-edge technology, combined with Nielsen's platform, will extend its leadership position in the market by providing sports marketers with transparency and clarity on sports sponsorship investments. ""We are excited to be a part of Nielsen and empower its sports analytics business with our unique technology of video analytics and deep learning, "" added Tamir Rubinsky, Co-Founder & CTO, vBrand.The Nielsen acquisition is the latest milestone in an already well-established relationship between the two companies, as the Tel Aviv-based vBrand is a graduate of Nielsen Innovate--Nielsen's early-stage technology incubator licensed by the Israel Innovation Authority. ""Using a slightly different approach to most incubators, Nielsen Innovate mentors and shepherds the companies they back, in addition to providing an investment, with a goal of helping early-stage startups become successful, scalable global businesses,"" said Dov Yarkoni, CEO, Nielsen Innovates. Since its foundation in 2013, Nielsen Innovate has funded 18 new companies, many of which have already piloted or sold their solutions to some of Nielsen's biggest clients in the U.S., Europe and China"
390,,,Panasonic Corporation,JP3866800000,,Japan,6752,,23-Oct-17,Arimo Inc,USA,,"Panasonic Corporation today announced that it has acquired Arimo Inc., a Mountain View, California-based leader in deep learning and behavioral artificial intelligence (AI). Ranked among the ten most innovative companies in data science by Fast Company Magazine in 2016, Arimo is developing IoT-centric AI products for commercial and manufacturing applications, which is supports Big Data and DeepLearning applications. Through this acquisition, Panasonic plans to leverage Arimo's data science expertise in solutions it provides to its B2B customers (including manufacturers) as well as in the housing business. Panasonic has developed the Panasonic Digital Platform, which aggregates and utilizes sensor data from factories, housing, cold-chain, and HVAC applications. By combining Arimo's strength in data science and especially predictive analytics, Panasonic plans to accelerate the growth of its AI/IoT-based solution business and further promote the company's digital transformation.""The acquisition of Arimo provides Panasonic with a much-needed core data science element that will greatly reinforce our efforts to continue developing further sophisticated AI-based solutions for our B2B customers,"" said Yoshiyuki Miyabe, Panasonic Corporation Chief Technology Officer. ""We are very pleased to have Arimofounder Christopher Nguyen and his team of data scientists join us in this mission."""
391,,,Samsung Electronics Co Ltd,KR7005930003/KR7005931001,,South Korea,0.99915754,,29-Nov-17,Fluenty,South Korea,,"Samsung has bought South Korean AI startup Fluenty aimed at bolstering its virtual assistant Bixby. The acquisition was first noted by The Korea Herald. Fluenty that specializes in conversational artificial intelligence (AI) was founded by former search giant Naver and Daum developers and has an app that suggests the best text reply based on AI technology. The service currently supports chat apps such as KakaoTalk, Telegram, Facebook Messenger, and Line. Moreover, Fluenty hugely relies on a deep learning model, searching for patterns in text replies most frequently used by people. A virtual assistant like Bixby,with this acquisition, would look to eliminate competition from Apple and Google's voice-only assistants. Samsung's Bixby did not receive a very warm welcome when it debuted earlier this year on the Galaxy S8 but Samsung isn't low on spirits. While last year, the company picked up Viv, the new assistant from the folks behind Siri, Fluenty is also an addition in the same direction. For the South-Korean company, the goal is to deploy AI capabilities not just in smartphones but across all its consumer electronics. The company said its home appliances will all have smart features, such as AI and voice recognition, by 2020"
392,,,"Shiseido Company, Limited",JP3351600006,,Japan,4911,,01-Dec-17,"Giaran, Inc",USA,,"In October, Shiseido Company said it planned to sell its wholly-owned subsidiary Zotos International Inc. to Henkel, and a few weeks later, announced that it had acquired a tech company with leading expertise in artificial intelligence (AI).No purchase price was disclosed for the Zotos deal. Shiseido purchased the hair care company in 1988 from Conair for $345 million.In November, Shiseido Americas Corp. acquired Giaran, Inc., billed as award-winning, data-driven company with leading technology in A platforms. Terms of this transaction were not disclosed by either company.Founded in 2016 as a spinoff from Northeastern University's Synergetic Media Learning Laboratory by Raymond Fu, Giaran is powered by AI technology, such as computer vision, big data and augmented reality,and creates novel algorithms of deep learning, data mining and predictive modeling, according to Shiseido.Current technology within Giaran includes virtual makeup application, tutorials, color matching, personalized recommendations, makeup removal, face tracking and skin tone detection. The technology can be used across mobile, tablet and desktop as well as through a smart mirror powered by full HD augmented reality.""Since our founding in 1872, Shiseido has been dedicated to remaining at the forefront of beauty,"" said Masahiko Uotani, president and group CEO of Shiseido Company, Limited. ""Through Giaran's leading AI technology and our global innovation network, we're continuing our journey of transforming how people discover and fall in love with products, creating deeply personal connections between our brands and consumers, and building a path to growth with consumers at the center. ""Giaran, which will remain based in Boston, will become part of Shiseido's Makeup Center of Excellence, where it will work closely with Shiseido's Global Digital Center of Excellence (in New York) and its global technology team in Tokyo. The company will operate in sync with and supplement MatchCo, a beauty personalization startup acquired by Shiseido Americas in early 2017, and the Americas Innovation Center, Shiseido's research and development facility based in East Windsor, NJ.Giaran will leverage its simulation technology across Shiseido's portfolio and further expand Shiseido'scapabilities in beauty customization, all with the goal of driving consumer engagement and providing an unmatched consumer experience, according to the Japanese beauty giant."
